Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.33,Grand Central Publishing,Kindle Edition,496,2017,2017,,2019/12/27,to-read,to-read (#22),to-read,,,,0,0
139220,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",Bill Buford,"Buford, Bill",,"=""1400041201""","=""9781400041206""",0,3.90,Knopf,Hardcover,336,2006,2006,,2019/12/27,to-read,to-read (#20),to-read,,,,0,0
516710,Leave None to Tell the Story: Genocide in Rwanda,Alison Des Forges,"Forges, Alison Des",,"=""1564321711""","=""9781564321718""",0,4.47,Human Rights Watch,Paperback,789,1999,1999,,2019/12/27,to-read,to-read (#19),to-read,,,,0,0
400924,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",Glen Cook,"Cook, Glen",,"=""0765319233""","=""9780765319234""",0,4.23,Tor Books,Paperback,704,2007,1986,,2019/12/27,to-read,to-read (#18),to-read,,,,0,0
140671,"The Black Company (The Chronicles of the Black Company, #1)",Glen Cook,"Cook, Glen",,"=""""","=""""",0,3.93,Tor Fantasy,Mass Market Paperback,319,1992,1984,,2019/12/27,to-read,to-read (#17),to-read,,,,0,0
46037714,Call Sign Chaos: Learning to Lead,Jim Mattis,"Mattis, Jim",Bing West,"=""0812996836""","=""9780812996838""",0,4.30,Random House,Hardcover,320,2019,2019,,2019/12/27,,,read,,,,1,0
77727,"Calvin and Hobbes (Calvin and Hobbes, #1)",Bill Watterson,"Watterson, Bill",,"=""0836220889""","=""9780836220889""",0,4.61,Andrews McMeel Publishing,Paperback,128,1987,1987,,2019/06/10,to-read,to-read (#16),to-read,,,,0,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",0,4.39,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2019/06/10,to-read,to-read (#15),to-read,,,,0,0
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Maria Skibniewska,"=""""","=""""",0,4.56,Del Rey,Mass Market Paperback,404,2003,1955,,2019/06/10,to-read,to-read (#14),to-read,,,,0,0
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.","Peter S. Beagle, Дж.Р.Р. Толкін, Аліна Немірова, П. Риженко","=""0618346260""","=""9780618346264""",0,4.48,Houghton Mifflin,Paperback,322,1993,1954,,2019/06/10,to-read,to-read (#13),to-read,,,,0,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",0,4.31,Tor,Mass Market Paperback,324,2004,1985,,2019/06/10,,,read,,,,1,0
13,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",0,4.38,Del Rey Books,Paperback,815,2002,1996,,2019/06/10,to-read,to-read (#12),to-read,,,,0,0
7613,Animal Farm,George Orwell,"Orwell, George","Chris Mould, Αύγουστος Κορτώ, Boris Grabnar, Celâl Üster, Николай Николов, Κυριάκος Ντελόπουλος, Peter Škerl, Pau Masiques, José Manuel Moreno Cidoncha, Τζωρτζ Όργουελ, Celâl Üstüner","=""""","=""""",0,3.98,Plume,Paperback,122,2003,1945,,2019/06/10,,,read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",0,4.47,Random House,Hardcover,352,2018,2018,,2019/06/10,to-read,to-read (#11),to-read,,,,0,0
543103,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",Evan Wright,"Wright, Evan",,"=""042520040X""","=""9780425200407""",0,4.27,Berkley Caliber,Paperback,354,2005,2004,2019/06/10,2019/05/09,,,read,,,,1,0
3100380,The Brief Wondrous Life Of Oscar Wao,Junot D¡az,"D¡az, Junot",,"=""1594483590""","=""9781594483592""",0,3.89,Riverhead,Paperback,350,2014,2007,,2019/05/09,,,read,,,,1,0
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,"=""""","=""""",0,4.52,The New Press Inc.,Hardcover,290,2010,2010,,2019/05/09,,,read,,,,1,0
108713,Pimp: The Story of My Life,Iceberg Slim,"Slim, Iceberg",Sapphire,"=""0862415934""","=""9780862415938""",0,4.00,Payback Pr,Paperback,311,2002,1967,,2019/05/09,to-read,to-read (#10),to-read,,,,0,0
5472,Animal Farm / 1984,George Orwell,"Orwell, George",Christopher Hitchens,"=""""","=""""",0,4.30,Houghton Mifflin Harcourt,Hardcover,400,2003,1949,,2019/05/09,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2019/05/09,,,read,,,,1,0
18936671,Fireforce: One Man's War in The Rhodesian Light Infantry,Chris  Cocks,"Cocks, Chris",,"=""1908916818""","=""9781908916815""",0,4.30,Helion and Company,Kindle Edition,627,2006,2000,,2019/05/09,,,read,,,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",0,4.41,Knopf,Hardcover,339,2018,2018,,2019/05/09,,,read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2019/05/09,,,read,,,,1,0
9557,Sputnik Sweetheart,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448475""","=""9780099448471""",0,3.83,Vintage,Paperback,229,2002,1999,,2014/06/30,,,read,,,,1,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",0,4.13,Vintage International,Paperback,467,2006,2002,,2014/06/30,,,read,,,,1,0
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",0,4.13,Vintage,Paperback,400,2003,1985,,2014/06/30,to-read,to-read (#9),to-read,,,,0,0
17803,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0307265838""","=""9780307265838""",0,3.74,Knopf,Hardcover,191,2007,2004,,2014/06/30,to-read,to-read (#8),to-read,,,,0,0
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,4.15,Knopf,Paperback,607,1997,1994,,2014/06/30,to-read,to-read (#7),to-read,,,,0,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,3.94,Knopf,Hardcover,944,2011,2009,,2014/06/30,to-read,to-read (#6),to-read,,,,0,0
132694,"When Gravity Fails (Marîd Audran, #1)",George Alec Effinger,"Effinger, George Alec",,"=""0765313588""","=""9780765313584""",0,3.91,Orb Books,Paperback,288,2005,1986,,2014/06/30,to-read,to-read (#5),to-read,,,,0,0
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2014/06/30,to-read,to-read (#4),to-read,,,,0,0
472025,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Bertrand Russell,"Russell, Bertrand",Paul  Edwards,"=""0671203231""","=""9780671203238""",0,4.01,Touchstone,Paperback,266,1967,1957,,2014/06/30,,,read,,,,1,0
17383917,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""0062023179""","=""9780062023179""",0,4.26,HarperOne,Hardcover,223,2013,1942,,2014/06/30,,,read,,,,1,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2014/06/30,,,read,,,,1,0
12630,Imperial Ambitions: Conversations on the Post-9/11 World,Noam Chomsky,"Chomsky, Noam",David Barsamian,"=""080507967X""","=""9780805079678""",0,3.99,Metropolitan Books/Henry Holt & Co. (NY),Paperback,226,2005,2005,,2014/06/30,to-read,to-read (#3),to-read,,,,0,0
80369,Discipline and Punish: The Birth of the Prison,Michel Foucault,"Foucault, Michel",Alan Sheridan,"=""0679752552""","=""9780679752554""",0,4.23,Vintage,Paperback,333,1995,1975,,2014/06/30,to-read,to-read (#2),to-read,,,,0,0
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.90,Ace Books,Mass Market Paperback,271,1984,1984,,2014/06/30,to-read,to-read (#1),to-read,,,,0,0
6696184,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",4,4.36,Ballantine Books,Hardcover,455,1992,1965,,2010/07/15,,,read,,,,1,0
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,"=""0060899220""","=""9780060899226""",4,4.15,Ecco/Harper Perennial,Paperback,312,2007,2000,,2010/07/15,,,read,,,,1,0
160939,Why We Can't Wait,Martin Luther King Jr.,"Jr., Martin Luther King",Jesse Jackson,"=""0451527534""","=""9780451527530""",4,4.54,Signet,Paperback,223,2000,1964,,2010/07/15,,,read,,,,1,0
219968,Blood and Oil: The Dangers and Consequences of America's Growing Dependency on Imported Petroleum (American Empire Project),Michael T. Klare,"Klare, Michael T.",,"=""0805079386""","=""9780805079388""",3,3.77,Holt Paperbacks,Paperback,304,2005,2004,,2010/07/15,,,read,,,,1,0
18213403,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",Glenn Greenwald,"Greenwald, Glenn",,"=""162779073X""","=""9781627790734""",4,4.07,Metropolitan Books/Henry Holt (NY),Hardcover,260,2014,2014,,2014/06/30,,,read,,,,1,0
215758,Shake Hands with the Devil,Roméo Dallaire,"Dallaire, Roméo",Samantha Power,"=""0786715103""","=""9780786715107""",4,4.23,Da Capo Press,Paperback,562,2004,2003,,2010/07/15,,,read,,,,1,0
6900,Tuesdays with Morrie,Mitch Albom,"Albom, Mitch",,"=""""","=""""",4,4.17,Warner,Paperback,210,2000,1997,,2010/07/15,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",4,4.20,Harvest Books,Paperback,311,2005,1966,,2010/07/15,,,read,,,,1,0
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",4,4.01,Ace Books,Mass Market Paperback,264,1987,1959,,2010/07/15,,,read,,,,1,0
67920,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,"Schreiber, Flora Rheta",,"=""0446359408""","=""9780446359405""",3,3.98,Grand Central Publishing,Mass Market Paperback,481,1989,1973,,2010/07/15,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2010/07/15,,,read,,,,1,0
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,"=""0752864327""","=""9780752864327""",4,4.05,Orion,Paperback,566,2005,1980,,2010/07/15,,,read,,,,1,0
34685,"The Bourne Supremacy. Part 1 of 2 (Jason Bourne, #2.1)",Robert Ludlum,"Ludlum, Robert",Michael Prichard,"=""0736608672""","=""9780736608671""",4,4.31,"Books on Tape, Inc.",Audio Cassette,0,1986,1986,,2010/07/15,,,read,,,,1,0
625113,"The Bourne Ultimatum (Jason Bourne, #3)",Robert Ludlum,"Ludlum, Robert",,"=""0394584082""","=""9780394584089""",4,4.07,Random House,Hardcover,611,1990,1990,,2010/07/15,,,read,,,,1,0
5720,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",Tom Clancy,"Clancy, Tom",David Dukes,"=""0425170349""","=""9780425170342""",4,4.12,Berkley Books,Mass Market Paperback,912,1999,1998,,2010/07/15,,,read,,,,1,0
318525,Red Storm Rising,Tom Clancy,"Clancy, Tom",,"=""0394298667""","=""9780394298665""",4,4.20,Random House Audio,Audio Cassette,,1988,1986,,2010/07/15,,,read,,,,1,0
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""0739326228""","=""9780739326220""",3,4.15,Random House Large Print,Hardcover,434,2005,1997,,2010/07/15,,,read,,,,1,0
5246,Ethan Frome,Edith Wharton,"Wharton, Edith","Anita Shreve, Elizabeth Ammons","=""""","=""""",4,3.44,Penguin Classics,Paperback,99,2005,1911,,2010/07/15,,,read,,,,1,0
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",4,4.38,DC Comics,Paperback,416,2005,1987,,2010/07/15,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",4,4.01,Vintage Books,Paperback,296,2000,1987,,2013/07/10,,,read,,,,1,0
6255949,All You Need Is Kill,Hiroshi Sakurazaka,"Sakurazaka, Hiroshi",Alexander O. Smith,"=""1421527618""","=""9781421527611""",2,4.03,Haikasoru,Paperback,201,2009,2004,,2014/06/30,,,read,,,,1,0
119157,An Essay on Typography,Eric Gill,"Gill, Eric",Christopher Skelton,"=""0879239506""","=""9780879239503""",0,3.54,"David R. Godine, Publisher",Paperback,133,2015,1931,,2010/07/15,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2010/07/15,,,read,,,,1,0
